㐁犁,伸犁
人係鐵，飯係鋼,人是鐵，飯是鋼
人公仔,人俑
人公仔,人偶
人公仔,公仔
人公仔,娃娃
人公仔,戲偶
人公仔,洋娃娃
人公仔戲,傀儡戲
人公仔戲館,偶戲館
人公仔手,戲偶手
人公仔腳,戲偶腳
人公仔衫,戲偶衣服
人力船,人力舟
人勤地毋懶,人勤地不懶
人參果,人心果
人口遷徙,人口移居
人在屋簷下毋得毋低頭,人在屋簷下不得不低頭
人在江湖，身毋由己,人在江湖，身不由己
人客,客人
人客,顧客
人客伴,陪客
人客致接,人際交往
人客間,客房
人尖人,人擠人
人工智慧,人工智能
人帶面目樹帶皮,人要面子樹帶有樹皮
人心係肉做个,人心是肉做的
人心毋同如其面,人心不同如其面
人心毋同，各如其面,人心不同，各如其面
人心毋足蛇吞象,人心不足蛇吞象
人心隔肚皮,人心難測
人心難測水難量,知人知面不知心
人情事務,交際應酬
人敬有錢人，狗敬屙屎人,喜歡巴結、逢迎有錢人的勢利眼
人暈氣散,暈厥
人會算，天會斷,人算不如天算
人本講,人本說
人條仔,少男
人棄𠊎取,人棄我取
人正毋怕影子斜,人正不怕影子斜
人死債爛,人死債消
人毋像人，鬼毋像鬼,人不像人，鬼不像鬼
人毋可貌相，海水毋可斗量,人不可貌相，海水不可斗量
人毋得外財毋富,人不得外財不富
人毋知，鬼毋覺,人不知，鬼不覺
人毋自安,人不自安
人為刀俎，𠊎為魚肉,人為刀俎，我為魚肉
人無剛骨，安身毋牢,人無剛骨，安身不牢
人無橫財毋富,人無橫財不富
人熊,會站立的熊
人生何處毋相逢,人生何處不相逢
人生毋滿百，常懷千歲憂,人生不滿百，常懷千歲憂
人生路毋熟,人生路不熟
人生面毋熟,人生面不熟
人窮志毋窮,人窮志不窮
人細鬼大,人小鬼大
人老,人死亡
人老,人逝世
人老,人過世
人而無信，毋知其可,人而無信，不知其可
人肚項,人裡面
人肚項,人裡頭
人行,人走
人謀毋臧,人謀不臧
人講,所謂
人貧志短,人窮志短
人造天弓,人造彩虹
人靚不如命靚,貌美不如命好
人靚毋當命靚,人美不如命好
人靚毋當命靚,人長得漂亮不如命好
人面,交情
人面,人的臉面
人面,臉面
人面花,三色堇
人面蝲䗁,人面蜘蛛
人𠊎是非,人我是非
亼亼,揉揉
亼亼仔,揉一揉
亼泥,揉土
亼鹹菜,搓揉鹹菜
什毋閑,什不閑
仁仔,種子
仃仃,發育不良
仃起來,勃起
仆落去,仆倒
仆落去,跌倒在地
今下,現在
今兒个,今兒個
今晡日,今天
今晡日,今日
今晡日下晝,今天下午
今晡日天時,今天天氣
今晡日放尞，毋使去學校,今天放假，不必上學
今晡日當寒，愛著加兜衫,今天很冷，要多穿一點衣服
今晡朝晨,今天早晨
今晡朝晨,今早
今晡還熱哦,今天好熱啊
今晡頭,今申時棵
今暗晡,今夜
今毋如昔,今不如昔
今這下,現在的
介竹,桂竹
介竹仔,桂竹
仍係,仍是
付忒,付掉
付淨淨,付光光
付諸毋理,付諸不理
仙丹花,大王仙丹
仙仙,漫不經心
代為講項,代為說項
代身仔,替死鬼
代身仔,替身
令人毋齒,令人不齒
令仔,謎語
令仔,謎題
以,用
以前,之前
以後身,以後套
以早,以前
以早,從前
以細人之心，度君子之腹,以小人之心，度君子之腹
仰,如何
仰,如此
仰,怎
仰,怎麼
仰仔,怎樣
仰做得,怎麼可以
仰吔,怎樣
仰好,怎好
仰得時,何時
仰得時,為時尚早
仰恁,怎這麼
仰恁,怎麼這麼
仰恁仔,怎麼這樣
仰恁樣,怎麼這樣
仰恁靚,怎麼如此漂亮
仰恁靚,怎麼這麼漂亮
仰會,怎麼會
仰會呢,怎麼會呢
仰會知,怎麼會知道
仰毋愧天,仰不愧天
仰泅,仰泳
仰結煞,如何是好
仰結煞,怎麼辦
仰脣,怎樣
仰般,如何
仰般,怎樣
仰般,怎麼
仰般,怎麼樣
仰般仔,怎樣
仰般來,怎麼來
仰般寫,怎樣寫
仰般寫,怎麼寫
仰般形,什麼樣子
仰般形,怎樣
仰般講,怎麼說
仰般講,怎麼講
仰般講呢,怎麼說呢
仰還吂寫功課,仰尚未寫功課
任,任期
任何,無論什麼
任在你,任由你去做
企,站
企下來,站下來
企企仔,站一站
企到,站到
企到,站在
企到壁竳,站得筆直
企在厥右片,企在他的右邊
企在阿爸邊脣,企在爸爸邊旁邊
企坐毋核,坐立難安
企式鋼琴,直立式鋼琴
企核,站著
企楯,豎立柱子
企死,植物枯死
企毋起來,站不起來
企泅,踩水前進
企穩,站穩
企第一,居第一
企等,站著
企等莫緊停動,站著不要一直動
企衛兵,站衛兵
企起來,站起來
企起來,起立
企雞企鴨,立雞立鴨
伏,趴
伏下,趴下
伏低做細,伏低做小
伏毋係,伏不是
伏等,趴著
伏落,趴下
伏落去,趴下去
伏著,趴到
伐地,砍除雜草
伐忒,劈掉
伐忒,斬掉
伐忒,砍掉
伐忒,除掉
伐草,割草
伐草,斬除雜草
伐草,砍除草木
伐著,劈到
伐著,斬到
伐著,砍到
伐著,除到
伐鐮,劈刀
休學,輟學
休閒衫,休閒服
休養,休息調養
伙房,聚落
伙房屋,三合院
伙房屋,伙房
伙房屋,伙房式建築
伙房屋,四合院
伙房項,伙房裡
伙礱,碾米廠
伙頭軍,伙夫
伙頭軍,炊事兵
伯公,伯祖父
伯公,土地公
伯公,福德正神
伯公下,土地公廟
伯公太,伯曾祖父
伯公廟,土地公廟
伯公廟,福德祠
伯公廟項,土地公廟裡
伯公方,土地公廟旁
伯公柺,野菰
伯公樹,土地公樹
伯公火,燐火
伯公生,土地公生日
伯公生鬚,老神在在
伯公祠,土地公廟
伯公窿,伯祖父窿
伯公背,土地公廟後
伯公跌落崁,贊成
伯公龍,伯祖父龍
伯勞仔,伯勞鳥
伯勞嫲,伯勞
伯姆,伯母
伯婆,伯祖母
伯婆,土地婆
估計,估測
伴,夥伴
伴,夥伴們
伶伶俐俐,乾乾淨淨
伶俐,乾淨
伶俐,反應敏捷
伶俐,手腳俐落
伶俐,聰明機靈
伸,伸展
伸,剩
伸,剩餘
伸一息,剩一點點
伸一息,剩下一點
伸个,剩的
伸懶筋,伸懶腰
伸手,干預
伸手,插手
伸手,討要
伸手毋打笑面人,伸手不打笑面人
伸手毋見五指,伸手不見五指
伸無多,剩不多
伸著,剩下
伸著,賸下
伸著,餘下
伸錢,剩錢
似个,似的
佃寮莊頭,佃寮庄頭
但係,但是
但得一片橘皮食，且莫忘了洞庭湖,但得一片橘皮吃，且莫忘了洞庭湖
但知其一，毋知其二,但知其一，不知其二
佇毋著,受不了
佇毋著,無法承受
位,地方
位,處
位仔,位子
位所,位置
位所,地方
位所,地點
低徊毋已,低徊不已
低湖,低窪之地
低言細語,低聲細語
低言細語,輕聲細語
低迷毋振,低迷不振
低頭毋語,低頭不語
住家,居家
佔位仔,占據座位
佔先行,搶先
何所毋為,何所不為
何樂毋為,何樂不為
何毋,何不
何消講,何消說
何麼死苦,何苦來哉
余清芳事件,噍吧哖事件
余清芳事件,西來庵事件
佛係金裝，人係衣裝,佛是金裝，人是衣裝
佛果,釋迦
佛洛伊德學講,佛洛伊德學說
佛祖,釋迦牟尼
佛祖生,佛誕
佛講毋可講,佛說不可說
作䃗,築堤
作壩,築壩
作如係觀,作如是觀
作毋得主,作不得主
作渴,感到口渴
作燒,發燒
作燒作熱,發燒發熱
作當,抵押
作穡,耕作
作肉,長肉
作魚塘,築魚塘
你三𠊎四,你三我四
你丟𠊎撿,你丟我撿
你今晡日著到恁派頭，愛去食酒係無,你今天穿得好漂亮，要去喝喜酒是嗎
你仰會,你怎會
你仰會,你怎麼會
你來𠊎往,你來我往
你做你食毋怕,你做你吃不要緊
你做你𠊎做𠊎,你是你我是我
你儂𠊎儂,你儂我儂
你兜,你們
你兜人,你們
你兜儕,你們
你兜愛,你們要
你哪久愛出發,你何時要出發
你哪位毋鬆爽,你哪裡不舒服
你在哪位,你在哪裡
你天光愛來無,你明天要來嗎
你家个,你家的
你幾多點愛來,你多少點要來
你愛,你要
你愛去哪位,你要去哪裡
你愛接受事實,你要接受事實
你愛接受事實,你要接受工作實
你愛食麼个,你要吃什麼
你愛𠊎,你愛我
你慢到吔,你遲到了
你戴在第幾鄰,你住在第幾鄰
你推𠊎擠,你推我擠
你推𠊎讓,你推我讓
你敢會,你會不會
你敢有還佢錢,你有還他錢嗎
你曉得吂,你懂嗎
你會肚飢無,你餓嗎
你有千條妙計，𠊎有一定之規,你有千條妙計，我有一定之規
你東𠊎西,你東我西
你歇在哪位,你住在哪裡
你歇在哪位,你歇在哪裡
你歇在第幾鄰,你住在第幾鄰
你死𠊎活,你死我活
你爭𠊎奪,你爭我奪
你睡厥脣項,你睡他的旁邊
你知𠊎見,你知我見
你等,你們
你自家,你自己
你莫管佢恁多,你莫管他這麼多
你討去哪位,你要去哪裡
你誇𠊎逞,你誇我逞
你謙𠊎讓,你謙我讓
你講个著,你講的對
你識佢無,你認識他嗎
你這兜,你們
你這兜,這些
你這麼个意思,你這什麼意思
你還慶,你好棒
你還慶喔,你好棒啊
你長𠊎短,你長我短
你韶日討來無,你明天要來嗎
你韶早愛來無,你明天要來嗎
你頭下去哪位,你剛才去哪裡
你頭先去哪位,你剛才去哪裡
你食朝吂,你吃早餐了沒
你𠊎,你我
佢,他
佢个,他的
佢係學統計个,他是學習統計的
佢做,他做
佢做事當煞手,他做工作很煞手
佢兜,他倆
佢兜,他們
佢兜,他們倆
佢兜人,他們
佢兜儕,他們
佢兜愛,他們要
佢分馬蹄踢著,他給馬蹄踢到
佢又瀉去哪,他又瀉去哪
佢姓麼个,他姓什麼
佢嫁分姓張个,他嫁被姓盛裝的
佢存心愛嚇人,他存心要嚇人
佢寫字當靚,他寫字很漂亮
佢寫字真靚,他寫字很漂亮
佢對人當熱誠,他對人很熱忱
佢就,他就
佢已會社交,他善於社交
佢幾輒來,他幾常來
佢愛,他要
佢愛照顧厥姆,他要照顧他的姆
佢打死,他打死
佢會泅水,他會游泳
佢異會社交,他善於社交
佢當會寫大字,他很會寫毛筆字
佢發譴,他發怒
佢發譴吔,他生氣了
佢盡會作怪,他最會耍花樣
佢真會寫書法,他很會寫毛筆字
佢等,他們
佢背尾,其背尾
佢自家,他自己
佢講,他說
佢講,他講
佢贏咧你輸哩,他贏咧你輸哩
佢蹛七樓,他住七樓
佢這兜,他們
佢這兜,他們這些
佯佯毋睬,佯佯不睬
佳兵毋祥,佳兵不祥
佼佼毋群,佼佼不群
使上使下,呼來喚去
使上使下,呼來喝去
使上使下,差遣人去做事
使人,使喚他人
使人,差遣人
使人打探消息,派人打聽消息
使力臂,施力臂
使力點,施力點
使功毋如使過,使功不如使過
使卒仔,指使人
使口不如自走,動嘴不如自己行動
使女,女僕
使女仔,下女
使婢,女僕
使婢仔,女僕
使婢仔,婢女
使得,可以使
使得,可能使
使得,能
使得,能使
使忒,用完
使忒,用掉
使性,放縱
使恁娘,使這麼女子
使恁娘你也好,使這麼女子你也愛
使戇錢,亂花錢
使梟,使詐
使梟,耍詐
使毋得,使不得
使毋得,使用不得
使毋得,花不得
使狗相咬,從旁煽動
使用人,僕人
使用大鋸子,拉大鋸
使著,使得
使錢,用錢
使錢,花錢
來,而
來个,來的
來之毋易,來之不易
來到,來臨
來到,到來
來去,去
來去割,來回兩次損失
來去點心店食點心,到小吃店去吃點心
來回个話,來回的話
來坐,來請坐
來尞,來玩
來屋下坐,來家裡坐
來得去毋得,來得去不得
來撿,來取
來撿,來收
來歷,出處
來歷,背景
來歷毋明,來歷不明
來毋掣,來不及
來毋掣,趕不上
來洗,月經
來源,根由
來由,原因
來看,觀之
來者係客,來者是客
來者毋善,來者不善
來者毋善，善者毋來,來者不善，善者不來
來者毋懼，懼者毋來,來者不懼，懼者不來
來者毋拒,來者不拒
來而毋往非禮也,來而不往非禮也
來講,而言
來講是非者，便係是非人,來說是非者，便是是非人
來走哦,走吧
來頭毋細,來頭不小
來食茶,來喝茶
例仔,例子
供毋上,供不上
供毋應求,供不應求
供求相應,供需平衡
供求相應,供需相符
供豬,餵豬
依依毋捨,依依不捨
依賴人口,被扶養人口
侷促毋安,侷促不安
侷著,嗆著
便便,準備完善
便便,現成的
便係呢,便是呢
便媒人,現成的媒人
便宜值食,物美價廉
便宜毋過當家,便宜不過當家
便宜無好貨,便宜沒好貨
便所,廁所
便毋,便不
便毋然,便不然
便益毋失當家,便益不失當家
便菜飯仔,家常菜飯
便食,速食
便食,餛飩
係,是
係仰般,是怎樣
係可忍，孰毋可忍,是可忍，孰不可忍
係味兒,是味兒
係唔係,是否
係啊,是啊
係嘎,是嗎
係就,是則
係恁呢嘎,是這樣嗎
係恁樣,是這樣
係愛煞猛做事,而要勤於勞力
係有,可是有
係樣兒,是樣兒
係毋係,是不是
係毋係,是否
係無,不然
係無,否則
係無,嗎
係無,是嗎
係父係子,是父是子
係當然,是應當如此
係福毋係禍，係禍躲毋過,是福不是禍，是禍躲不過
係細倈仔,是男生
係罐子也有兩个耳朵,是罐子也有兩個耳朵
係衫褲,是衣褲
係講,假使
係講,如果
係講,如果說
係講,是說
係講,要是
係講,話說
係長係短,是長是短
係麼个,是什麼
俗,風俗習慣
俗拔拔仔,很俗氣
俗話,俗語
保全,保存
保家个,保家的
保庇,保佑
保毋住,保不住
保毋嚴,保不嚴
保毋定,保不定
保毋齊,保不齊
保養,保健
信仃仃,深信不疑
信仔,信件
信仔,書信
信付,信任
信口胡講,信口胡說
信嘴胡講,信嘴胡說
信士,誠實的人
信守毋渝,信守不渝
信心同行動,信心和行動
信拜,崇拜
信皮,信封
信絡仔,信封
信肚,信裡
信袋仔,信封
信袋仔,信封袋
信頂,信上
修手指甲,修指甲
修整,修建
修直,筆直
修著,修到
修面,刮臉
俯拾即係,俯拾即是
俯拾皆係,俯拾皆是
俸祿,薪資
俺家个,俺家的
倈仔,兒子
倈子,兒子
倉庫,倉儲
倉庫肚,倉庫裡
倉庫項,倉庫裡
個半月,一個半月
個空,個孔
個空,個洞
個過月,一個多月
個銀,元
個零月,一個多月
倏倏滾,倏倏叫
倏倏滾,狀聲詞
倒,傾倒
倒倒落,倒倒進
倒去倒轉,來來回回
倒去倒轉,反覆
倒去倒轉,轉來轉去
倒反,相反
倒反,顛倒
倒合齒,戽斗
倒問,反問
倒店,倒閉
倒店,停業
倒店,破產
倒忒,倒完
倒忒,倒掉
倒忒,倒閉
倒找,倒貼
倒撇,倒完
倒撇,倒掉
倒樹仔,砍伐樹木
倒樹仔,砍樹
倒樹業,伐木業
倒毋係,倒不是
倒毋如,倒不如
倒毋開,倒不開
倒水个,倒水的
倒汁,倒餿水
倒汗,凝成水滴
倒汗水,水蒸氣
倒淨淨,砍光光
倒漀,顛倒過來
倒胲,沿邊流下
倒腦,呆呆笨笨
倒腦,脾臟
倒草,反芻
倒落,倒下
倒落,倒入
倒落,跌倒
倒落,跌進
倒落去,倒回去
倒落去,倒進去
倒著,倒到
倒蝕,不增反減
倒襛水,迴旋水流
倒襛窟,迴旋水潭
倒襛角,迴旋角隅
倒豆油,倒醬油
倒貶,倒反
倒貶,翻轉
倒貶,裡外倒反
倒轉,反而
倒轉來,回來
倒轉來,回到原處
倒轉去,倒轉
倒轉去,回去
倒轉去,往回走
倒退,後退
倒酒,斟酒
倒酒,買酒
倒釘蟲,孑孓
倒頭个,倒頭的
倒頭種,倒立
倒食甘蔗,倒吃甘蔗
候鳥仔,候鳥
倚兒毋當,倚兒不當
倚恃,仰賴
倚恃,信賴
倚恃,倚靠
倚恃得,靠得住
倚恃毋得,不可靠
倚恃毋得,不能信賴
倚恃毋得,不能倚靠
倚恃毋得,無法讓人信賴
倚恃毋得,靠不住
倜儻毋羈,倜儻不羈
倜儻毋群,倜儻不群
借,借閱
借去,借過去
借問,請問一下
借歇,借住
借歇,借宿
借歇仔,借宿仔
借神絡食,神棍
借米下得鍋，討米下毋得鍋,借米下得鍋，討米下不得鍋
借細喻大,借小喻大
借著,借到
借著,借穿
值,值得
值夜,值晚班
值得過,值得
值班,值勤
值錢,有價值
假使,假如
假使,如果
假使有一日,一旦
假刺波仔,臺灣蛇莓
假好好,假愛愛
假意仔,非真意
假手厥人,假手他人
假斯文,假正經
假會,自作聰明
假木棉樹,吉貝木棉
假煙仔,山煙草
假牛眼,無患子
假知,自以為瞭解
假細義,假客氣
假芋仔,姑婆芋
假芫絲仔,茵陳蒿
假苦瓜,倒地鈴
假豬菜,槭葉牽牛
假貨,仿冒品
假錢,偽鈔
假錢七,洋落葵
假飯甑波,臺灣蛇莓
假鳳凰,金鳳花
假黃麻,山黃麻
偎兼,逼近
偎兼,靠近
偎凴,依靠
偎凴,倚靠
偎山處,靠山處
偎近,靠近
偎過來,靠過來
偎過去,靠過去
偎靠,依靠
偏偏毋聽,故意不聽
偏名,小名
偏名,綽號
偏毋个,偏不的
偏狹細器,偏狹小器
偏背罵皇帝,背後批評
偏著,扭傷
做,做成
做,儘管
做,從事
做,當
做,製作
做七,死後7日祭
做下,一切
做下,全部
做下得,全部
做个,做的
做中元,中元普渡
做乞食,當乞丐
做事,工作
做事个,做事的
做事愛有技巧,做工作要有技巧
做事當伶俐,做工作很伶俐
做事衫,工作服
做人客,作客
做人客,做客
做人愛有天良,做人要有良心
做仔得,可以
做伴,陪伴
做假,偽造
做做仔,做一做
做兜,做些
做兜,做點
做公个,做公的
做兵,服兵役
做兵,當兵
做兵仔,服兵役
做出,作出
做出頭,做出棵
做到,做得
做到半離半棧,做到一半
做到很好,做得很好
做善事家,當慈善家
做圓七,死後49日祭
做夜米,地下交易
做大水,鬧水災
做大賣,做批發
做天旱,鬧旱災
做好事,辦喜事
做好去,做好來
做好心,做心地善良
做好樣,以身作則
做妹儕,做妹人數
做媒人打出本,出錢又出力
做嬌,撒嬌
做官人,做官的人
做家,勤儉持家
做家務,做家事
做寒,寒流來襲
做對歲,抓週
做對歲,週歲慶生
做得,不錯
做得,可
做得,可以
做得,能
做得,能做
做得,能夠
做得來,可以來
做得係,可以是
做得到,可以到
做得得,可以
